PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28747533","Species integrity enhanced by a predation cost to hybrids in the wild","Nilsson PA, Hulthén K, Chapman BB, Hansson LA, Brodersen J, Baktoft H, Vinterstare J, Brönmark C, Skov C.","Biol Lett. 2017 Jul;13(7):20170208. doi: 10.1098/rsbl.2017.0208.","Nilsson PA","Biol Lett","2017","2017/07/28","PMC5543021","","10.1098/rsbl.2017.0208"
"28744488","Pathophysiology of Meningioma Growth in Pregnancy","Hortobágyi T, Bencze J, Murnyák B, Kouhsari MC, Bognár L, Marko-Varga G.","Open Med (Wars). 2017 Jul 13;12:195-200. doi: 10.1515/med-2017-0029. eCollection 2017.","Hortobágyi T","Open Med (Wars)","2017","2017/07/27","PMC5518713","","10.1515/med-2017-0029"
"28744246","Predictors of Citation Rate in Psychology: Inconclusive Influence of Effect and Sample Size","Hanel PHP, Haase J.","Front Psychol. 2017 Jul 11;8:1160. doi: 10.3389/fpsyg.2017.01160. eCollection 2017.","Hanel PHP","Front Psychol","2017","2017/07/27","PMC5504277","","10.3389/fpsyg.2017.01160"
"28743782","(18)F-AV-1451 and CSF T-tau and P-tau as biomarkers in Alzheimer's disease","Mattsson N, Schöll M, Strandberg O, Smith R, Palmqvist S, Insel PS, Hägerström D, Ohlsson T, Zetterberg H, Jögi J, Blennow K, Hansson O.","EMBO Mol Med. 2017 Sep;9(9):1212-1223. doi: 10.15252/emmm.201707809.","Mattsson N","EMBO Mol Med","2017","2017/07/27","PMC5582410","","10.15252/emmm.201707809"
"28741142","Proteomic Expression Changes in Large Cerebral Arteries After Experimental Subarachnoid Hemorrhage in Rat Are Regulated by the MEK-ERK1/2 Pathway","Müller AH, Edwards AVG, Larsen MR, Nielsen J, Warfvinge K, Povlsen GK, Edvinsson L.","J Mol Neurosci. 2017 Aug;62(3-4):380-394. doi: 10.1007/s12031-017-0944-7. Epub 2017 Jul 24.","Müller AH","J Mol Neurosci","2017","2017/07/26","PMC5541124","","10.1007/s12031-017-0944-7"
"28741037","Shifted dynamic interactions between subcortical nuclei and inferior frontal gyri during response preparation in persistent developmental stuttering","Metzger FL, Auer T, Helms G, Paulus W, Frahm J, Sommer M, Neef NE.","Brain Struct Funct. 2018 Jan;223(1):165-182. doi: 10.1007/s00429-017-1476-1. Epub 2017 Jul 24.","Metzger FL","Brain Struct Funct","2018","2017/07/26","PMC5772149","","10.1007/s00429-017-1476-1"
"28740446","Diffusion Kurtosis Imaging of Gliomas Grades II and III - A Study of Perilesional Tumor Infiltration, Tumor Grades and Subtypes at Clinical Presentation","Delgado AF, Fahlström M, Nilsson M, Berntsson SG, Zetterling M, Libard S, Alafuzoff I, van Westen D, Lätt J, Smits A, Larsson EM.","Radiol Oncol. 2017 Feb 15;51(2):121-129. doi: 10.1515/raon-2017-0010. eCollection 2017 Jun.","Delgado AF","Radiol Oncol","2017","2017/07/26","PMC5514651","","10.1515/raon-2017-0010"
"28740209","Novel risk genes for systemic lupus erythematosus predicted by random forest classification","Almlöf JC, Alexsson A, Imgenberg-Kreuz J, Sylwan L, Bäcklin C, Leonard D, Nordmark G, Tandre K, Eloranta ML, Padyukov L, Bengtsson C, Jönsen A, Dahlqvist SR, Sjöwall C, Bengtsson AA, Gunnarsson I, Svenungsson E, Rönnblom L, Sandling JK, Syvänen AC.","Sci Rep. 2017 Jul 24;7(1):6236. doi: 10.1038/s41598-017-06516-1.","Almlöf JC","Sci Rep","2017","2017/07/26","PMC5524838","","10.1038/s41598-017-06516-1"
"28738970","A predictive focus of gain modulation encodes target trajectories in insect vision","Wiederman SD, Fabian JM, Dunbier JR, O'Carroll DC.","Elife. 2017 Jul 25;6:e26478. doi: 10.7554/eLife.26478.","Wiederman SD","Elife","2017","2017/07/26","PMC5526664","","10.7554/eLife.26478"
"28738803","""Blue flags"", development of a short clinical questionnaire on work-related psychosocial risk factors - a validation study in primary care","Post Sennehed C, Gard G, Holmberg S, Stigmar K, Forsbrand M, Grahn B.","BMC Musculoskelet Disord. 2017 Jul 24;18(1):318. doi: 10.1186/s12891-017-1677-z.","Post Sennehed C","BMC Musculoskelet Disord","2017","2017/07/26","PMC5525291","","10.1186/s12891-017-1677-z"
"28738786","Atrial time and voltage dispersion are both needed to predict new-onset atrial fibrillation in ischemic stroke patients","Cortez D, Baturova M, Lindgren A, Carlson J, Shubik YV, Olsson B, Platonov PG.","BMC Cardiovasc Disord. 2017 Jul 24;17(1):200. doi: 10.1186/s12872-017-0631-1.","Cortez D","BMC Cardiovasc Disord","2017","2017/07/26","PMC5525302","","10.1186/s12872-017-0631-1"
"28736487","Development blocks in innovation networks: The Swedish manufacturing industry, 1970-2007","Taalbi J.","J Evol Econ. 2017;27(3):461-501. doi: 10.1007/s00191-017-0491-y. Epub 2017 Mar 30.","Taalbi J","J Evol Econ","2017","2017/07/25","PMC5500684","","10.1007/s00191-017-0491-y"
"28733970","New Genes Causing Hereditary Parkinson's Disease or Parkinsonism","Puschmann A.","Curr Neurol Neurosci Rep. 2017 Sep;17(9):66. doi: 10.1007/s11910-017-0780-8.","Puschmann A","Curr Neurol Neurosci Rep","2017","2017/07/23","PMC5522513","","10.1007/s11910-017-0780-8"
"32095560","Development and psychometric testing of an instrument to measure the patient's experience of external radiotherapy: The Radiotherapy Experience Questionnaire (RTEQ)","Olausson K, Holst Hansson A, Zackrisson B, Edvardsson D, Östlund U, Nyholm T.","Tech Innov Patient Support Radiat Oncol. 2017 Jul 24;3-4:7-12. doi: 10.1016/j.tipsro.2017.06.003. eCollection 2017 Sep-Dec.","Olausson K","Tech Innov Patient Support Radiat Oncol","2017","2020/02/26","PMC7033812","","10.1016/j.tipsro.2017.06.003"
"28730039","Graduates' perceptions of prosthetic and orthotic education and clinical practice in Tanzania and Malawi","Magnusson L, Shangali HG, Ahlström G.","Afr J Disabil. 2016 Jun 10;5(1):142. doi: 10.4102/ajod.v5i1.142. eCollection 2016.","Magnusson L","Afr J Disabil","2016","2017/07/22","PMC5433444","","10.4102/ajod.v5i1.142"
"28729628","A new approach for ratiometric in vivo calcium imaging of microglia","Brawek B, Liang Y, Savitska D, Li K, Fomin-Thunemann N, Kovalchuk Y, Zirdum E, Jakobsson J, Garaschuk O.","Sci Rep. 2017 Jul 20;7(1):6030. doi: 10.1038/s41598-017-05952-3.","Brawek B","Sci Rep","2017","2017/07/22","PMC5519759","","10.1038/s41598-017-05952-3"
"31565278","Solar Photovoltaic and Wind Energy Providing Water","Jones LE, Olsson G.","Glob Chall. 2017 Jul 21;1(5):1600022. doi: 10.1002/gch2.201600022. eCollection 2017 Aug 15.","Jones LE","Glob Chall","2017","2019/10/01","PMC6607212","","10.1002/gch2.201600022"
"28725873","Genetic characterization of human immunodeficiency virus type 1 transmission in the Middle East and North Africa","Sallam M, Şahin GÖ, Ingman M, Widell A, Esbjörnsson J, Medstrand P.","Heliyon. 2017 Jul 10;3(7):e00352. doi: 10.1016/j.heliyon.2017.e00352. eCollection 2017 Jul.","Sallam M","Heliyon","2017","2017/07/21","PMC5506879","","10.1016/j.heliyon.2017.e00352"
"28725704","Non-oral dopaminergic therapies for Parkinson's disease: current treatments and the future","Ray Chaudhuri K, Qamar MA, Rajah T, Loehrer P, Sauerbier A, Odin P, Jenner P.","NPJ Parkinsons Dis. 2016 Dec 1;2:16023. doi: 10.1038/npjparkd.2016.23. eCollection 2016.","Ray Chaudhuri K","NPJ Parkinsons Dis","2016","2017/07/21","PMC5516582","","10.1038/npjparkd.2016.23"
"28725698","Effect of levodopa-carbidopa intestinal gel on resting tremors in patients with advanced Parkinson's disease","Fernandez HH, Robieson WZ, Chatamra K, Dubow J, Eaton S, Benesh JA, Odin P.","NPJ Parkinsons Dis. 2016 Jul 14;2:16015. doi: 10.1038/npjparkd.2016.15. eCollection 2016.","Fernandez HH","NPJ Parkinsons Dis","2016","2017/07/21","PMC5516571","","10.1038/npjparkd.2016.15"
"28725696","Creation of a library of induced pluripotent stem cells from Parkinsonian patients","Holmqvist S, Lehtonen Š, Chumarina M, Puttonen KA, Azevedo C, Lebedeva O, Ruponen M, Oksanen M, Djelloul M, Collin A, Goldwurm S, Meyer M, Lagarkova M, Kiselev S, Koistinaho J, Roybon L.","NPJ Parkinsons Dis. 2016 Jun 2;2:16009. doi: 10.1038/npjparkd.2016.9. eCollection 2016.","Holmqvist S","NPJ Parkinsons Dis","2016","2017/07/21","PMC5516589","","10.1038/npjparkd.2016.9"
"28725665","Data on haplotype-supported immunoglobulin germline gene inference","Kirik U, Greiff L, Levander F, Ohlin M.","Data Brief. 2017 Jun 27;13:620-640. doi: 10.1016/j.dib.2017.06.031. eCollection 2017 Aug.","Kirik U","Data Brief","2017","2017/07/21","PMC5502703","","10.1016/j.dib.2017.06.031"
"28725379","Field estimates of parentage reveal sexually antagonistic selection on body size in a population of Anolis lizards","Duryea MC, Bergeron P, Clare-Salzler Z, Calsbeek R.","Ecol Evol. 2016 Sep 9;6(19):7024-7031. doi: 10.1002/ece3.2443. eCollection 2016 Oct.","Duryea MC","Ecol Evol","2016","2017/07/21","PMC5513217","","10.1002/ece3.2443"
"28725370","Emlen funnel experiments revisited: methods update for studying compass orientation in songbirds","Bianco G, Ilieva M, Veibäck C, Öfjäll K, Gadomska A, Hendeby G, Felsberg M, Gustafsson F, Åkesson S.","Ecol Evol. 2016 Sep 7;6(19):6930-6942. doi: 10.1002/ece3.2383. eCollection 2016 Oct.","Bianco G","Ecol Evol","2016","2017/07/21","PMC5513225","","10.1002/ece3.2383"
"28725295","Team Reasoning and Collective Intentionality","Petersson B.","Rev Philos Psychol. 2017;8(2):199-218. doi: 10.1007/s13164-016-0318-z. Epub 2016 Aug 5.","Petersson B","Rev Philos Psychol","2017","2017/07/21","PMC5486527","","10.1007/s13164-016-0318-z"
"28725211","Critical Evaluation of the Lund Concept for Treatment of Severe Traumatic Head Injury, 25 Years after Its Introduction","Grände PO.","Front Neurol. 2017 Jul 4;8:315. doi: 10.3389/fneur.2017.00315. eCollection 2017.","Grände PO","Front Neurol","2017","2017/07/21","PMC5495987","","10.3389/fneur.2017.00315"
"28725160","Significance of quality of care for quality of life in persons with dementia at risk of nursing home admission: a cross-sectional study","Bökberg C, Ahlström G, Karlsson S.","BMC Nurs. 2017 Jul 14;16:39. doi: 10.1186/s12912-017-0230-6. eCollection 2017.","Bökberg C","BMC Nurs","2017","2017/07/21","PMC5513341","","10.1186/s12912-017-0230-6"
"28725103","Will I Fit in and Do Well? The Importance of Social Belongingness and Self-Efficacy for Explaining Gender Differences in Interest in STEM and HEED Majors","Tellhed U, Bäckström M, Björklund F.","Sex Roles. 2017;77(1):86-96. doi: 10.1007/s11199-016-0694-y. Epub 2016 Oct 29.","Tellhed U","Sex Roles","2017","2017/07/21","PMC5486898","","10.1007/s11199-016-0694-y"
"28724990","Large meta-analysis of genome-wide association studies identifies five loci for lean body mass","Zillikens MC, Demissie S, Hsu YH, Yerges-Armstrong LM, Chou WC, Stolk L, Livshits G, Broer L, Johnson T, Koller DL, Kutalik Z, Luan J, Malkin I, Ried JS, Smith AV, Thorleifsson G, Vandenput L, Hua Zhao J, Zhang W, Aghdassi A, Åkesson K, Amin N, Baier LJ, Barroso I, Bennett DA, Bertram L, Biffar R, Bochud M, Boehnke M, Borecki IB, Buchman AS, Byberg L, Campbell H, Campos Obanda N, Cauley JA, Cawthon PM, Cederberg H, Chen Z, Cho NH, Jin Choi H, Claussnitzer M, Collins F, Cummings SR, De Jager PL, Demuth I, Dhonukshe-Rutten RAM, Diatchenko L, Eiriksdottir G, Enneman AW, Erdos M, Eriksson JG, Eriksson J, Estrada K, Evans DS, Feitosa MF, Fu M, Garcia M, Gieger C, Girke T, Glazer NL, Grallert H, Grewal J, Han BG, Hanson RL, Hayward C, Hofman A, Hoffman EP, Homuth G, Hsueh WC, Hubal MJ, Hubbard A, Huffman KM, Husted LB, Illig T, Ingelsson E, Ittermann T, Jansson JO, Jordan JM, Jula A, Karlsson M, Khaw KT, Kilpeläinen TO, Klopp N, Kloth JSL, Koistinen HA, Kraus WE, Kritchevsky S, Kuulasmaa T, Kuusisto J, Laakso M, Lahti J, Lang T, Langdahl BL, Launer LJ, Lee JY, Lerch MM, Lewis JR, Lind L, Lindgren C, Liu Y, et al.","Nat Commun. 2017 Jul 19;8(1):80. doi: 10.1038/s41467-017-00031-7.","Zillikens MC","Nat Commun","2017","2017/07/21","PMC5517526","","10.1038/s41467-017-00031-7"
"28720729","Inhibition of Inflammasome-Dependent Interleukin 1β Production by Streptococcal NAD(+)-Glycohydrolase: Evidence for Extracellular Activity","Hancz D, Westerlund E, Bastiat-Sempe B, Sharma O, Valfridsson C, Meyer L, Love JF, O'Seaghdha M, Wessels MR, Persson JJ.","mBio. 2017 Jul 18;8(4):e00756-17. doi: 10.1128/mBio.00756-17.","Hancz D","mBio","2017","2017/07/20","PMC5516252","","10.1128/mBio.00756-17"
"28720145","Slipped capital femoral epiphysis: a population-based study","Herngren B, Stenmarker M, Vavruch L, Hagglund G.","BMC Musculoskelet Disord. 2017 Jul 18;18(1):304. doi: 10.1186/s12891-017-1665-3.","Herngren B","BMC Musculoskelet Disord","2017","2017/07/20","PMC5516353","","10.1186/s12891-017-1665-3"
"28720074","Regeneration of long-distance peripheral nerve defects after delayed reconstruction in healthy and diabetic rats is supported by immunomodulatory chitosan nerve guides","Stenberg L, Stößel M, Ronchi G, Geuna S, Yin Y, Mommert S, Mårtensson L, Metzen J, Grothe C, Dahlin LB, Haastert-Talini K.","BMC Neurosci. 2017 Jul 18;18(1):53. doi: 10.1186/s12868-017-0374-z.","Stenberg L","BMC Neurosci","2017","2017/07/20","PMC5516317","","10.1186/s12868-017-0374-z"
"28719802","Cerebral hypoperfusion is not associated with an increase in amyloid β pathology in middle-aged or elderly people","Hansson O, Palmqvist S, Ljung H, Cronberg T, van Westen D, Smith R.","Alzheimers Dement. 2018 Jan;14(1):54-61. doi: 10.1016/j.jalz.2017.06.2265. Epub 2017 Jul 15.","Hansson O","Alzheimers Dement","2018","2017/07/19","PMC5766833","","10.1016/j.jalz.2017.06.2265"
"28718896","Nomograms for preoperative prediction of axillary nodal status in breast cancer","Dihge L, Bendahl PO, Rydén L.","Br J Surg. 2017 Oct;104(11):1494-1505. doi: 10.1002/bjs.10583. Epub 2017 Jul 18.","Dihge L","Br J Surg","2017","2017/07/19","PMC5601253","","10.1002/bjs.10583"
"28716797","A pragmatic, phase III, multisite, double-blind, placebo-controlled, parallel-arm, dose increment randomised trial of regular, low-dose extended-release morphine for chronic breathlessness: Breathlessness, Exertion And Morphine Sulfate (BEAMS) study protocol","Currow D, Watts GJ, Johnson M, McDonald CF, Miners JO, Somogyi AA, Denehy L, McCaffrey N, Eckert DJ, McCloud P, Louw S, Lam L, Greene A, Fazekas B, Clark KC, Fong K, Agar MR, Joshi R, Kilbreath S, Ferreira D, Ekström M; Australian national Palliative Care Clinical Studies Collaborative (PaCCSC).","BMJ Open. 2017 Jul 17;7(7):e018100. doi: 10.1136/bmjopen-2017-018100.","Currow D","BMJ Open","2017","2017/07/19","PMC5726102","","10.1136/bmjopen-2017-018100"
"28716147","STOP smoking and alcohol drinking before OPeration for bladder cancer ﻿(the STOP-OP study),﻿ perioperative smoking and alcohol cessation intervention in relation to radical cystectomy: study protocol for a randomised controlled trial","Lauridsen SV, Thomsen T, Thind P, Tønnesen H.","Trials. 2017 Jul 17;18(1):329. doi: 10.1186/s13063-017-2065-6.","Lauridsen SV","Trials","2017","2017/07/19","PMC5513198","","10.1186/s13063-017-2065-6"
"28714899","Electrochemical Flow-ELISA for Rapid and Sensitive Determination of Microcystin-LR Using Automated Sequential Injection System","Lebogang L, Jantra J, Hedström M, Mattiasson B.","Sensors (Basel). 2017 Jul 16;17(7):1639. doi: 10.3390/s17071639.","Lebogang L","Sensors (Basel)","2017","2017/07/18","PMC5539796","","10.3390/s17071639"
"28714469","Transancestral mapping and genetic load in systemic lupus erythematosus","Langefeld CD, Ainsworth HC, Cunninghame Graham DS, Kelly JA, Comeau ME, Marion MC, Howard TD, Ramos PS, Croker JA, Morris DL, Sandling JK, Almlöf JC, Acevedo-Vásquez EM, Alarcón GS, Babini AM, Baca V, Bengtsson AA, Berbotto GA, Bijl M, Brown EE, Brunner HI, Cardiel MH, Catoggio L, Cervera R, Cucho-Venegas JM, Dahlqvist SR, D'Alfonso S, Da Silva BM, de la Rúa Figueroa I, Doria A, Edberg JC, Endreffy E, Esquivel-Valerio JA, Fortin PR, Freedman BI, Frostegård J, García MA, de la Torre IG, Gilkeson GS, Gladman DD, Gunnarsson I, Guthridge JM, Huggins JL, James JA, Kallenberg CGM, Kamen DL, Karp DR, Kaufman KM, Kottyan LC, Kovács L, Laustrup H, Lauwerys BR, Li QZ, Maradiaga-Ceceña MA, Martín J, McCune JM, McWilliams DR, Merrill JT, Miranda P, Moctezuma JF, Nath SK, Niewold TB, Orozco L, Ortego-Centeno N, Petri M, Pineau CA, Pons-Estel BA, Pope J, Raj P, Ramsey-Goldman R, Reveille JD, Russell LP, Sabio JM, Aguilar-Salinas CA, Scherbarth HR, Scorza R, Seldin MF, Sjöwall C, Svenungsson E, Thompson SD, Toloza SMA, Truedsson L, Tusié-Luna T, Vasconcelos C, Vilá LM, Wallace DJ, Weisman MH, Wither JE, Bhangale T, Oksenberg JR, Rioux JD, Gregersen PK, Syvänen AC, Rönnblom L, Criswell LA, Jacob CO, Sivils KL, Tsao BP, Schanberg LE, Behrens TW, et al.","Nat Commun. 2017 Jul 17;8:16021. doi: 10.1038/ncomms16021.","Langefeld CD","Nat Commun","2017","2017/07/18","PMC5520018","","10.1038/ncomms16021"
"28713550","A community proposal to integrate proteomics activities in ELIXIR","Vizcaíno JA, Walzer M, Jiménez RC, Bittremieux W, Bouyssié D, Carapito C, Corrales F, Ferro M, Heck AJR, Horvatovich P, Hubalek M, Lane L, Laukens K, Levander F, Lisacek F, Novak P, Palmblad M, Piovesan D, Pühler A, Schwämmle V, Valkenborg D, van Rijswijk M, Vondrasek J, Eisenacher M, Martens L, Kohlbacher O.","F1000Res. 2017 Jun 13;6:ELIXIR-875. doi: 10.12688/f1000research.11751.1. eCollection 2017.","Vizcaíno JA","F1000Res","2017","2017/07/18","PMC5499783","","10.12688/f1000research.11751.1"
"28713365","What's Normal? Immune Profiling of Human Milk from Healthy Women Living in Different Geographical and Socioeconomic Settings","Ruiz L, Espinosa-Martos I, García-Carral C, Manzano S, McGuire MK, Meehan CL, McGuire MA, Williams JE, Foster J, Sellen DW, Kamau-Mbuthia EW, Kamundia EW, Mbugua S, Moore SE, Kvist LJ, Otoo GE, Lackey KA, Flores K, Pareja RG, Bode L, Rodríguez JM.","Front Immunol. 2017 Jun 30;8:696. doi: 10.3389/fimmu.2017.00696. eCollection 2017.","Ruiz L","Front Immunol","2017","2017/07/18","PMC5492702","","10.3389/fimmu.2017.00696"
"28708268","Screening protocols to monitor respiratory status in primary immunodeficiency disease: findings from a European survey and subclinical infection working group","Jolles S, Sánchez-Ramón S, Quinti I, Soler-Palacín P, Agostini C, Florkin B, Couderc LJ, Brodszki N, Jones A, Longhurst H, Warnatz K, Haerynck F, Matucci A, de Vries E.","Clin Exp Immunol. 2017 Nov;190(2):226-234. doi: 10.1111/cei.13012. Epub 2017 Aug 25.","Jolles S","Clin Exp Immunol","2017","2017/07/15","PMC5629444","","10.1111/cei.13012"
"28707001","Abdominal symptoms in general practice: Frequency, cancer suspicions raised, and actions taken by GPs in six European countries. Cohort study with prospective registration of cancer","Holtedahl K, Vedsted P, Borgquist L, Donker GA, Buntinx F, Weller D, Braaten T, Hjertholm P, Månsson J, Strandberg EL, Campbell C, Ellegaard L, Parajuli R.","Heliyon. 2017 Jun 22;3(6):e00328. doi: 10.1016/j.heliyon.2017.e00328. eCollection 2017 Jun.","Holtedahl K","Heliyon","2017","2017/07/15","PMC5484975","","10.1016/j.heliyon.2017.e00328"
